;text;Weather;Clock;Calendar;Map;Phone;Email;Calculator;Translator;Web search;Social media;Small talk;Message;Reminders;Music
624;Set a reminder for me to renew my passport next month;0;0;0;0;0;0;0;0;0;0;0;0;1;0
625;Set a reminder for me to schedule a doctor's appointment;0;0;0;0;0;0;0;0;0;0;0;0;1;0
626;Show me all my completed reminders;0;0;0;0;0;0;0;0;0;0;0;0;1;0
627;Delete the reminder to pick up dry cleaning;0;0;0;0;0;0;0;0;0;0;0;0;1;0
628;Set a reminder for me to water my plants every Monday;0;0;0;0;0;0;0;0;0;0;0;0;1;0
629;Set a reminder for me to attend the meeting at 2 PM;0;0;0;0;0;0;0;0;0;0;0;0;1;0
630;Set a reminder for me to book a flight for next weekend;0;0;0;0;0;0;0;0;0;0;0;0;1;0
631;Set a reminder for me to pack for my trip next week;0;0;0;0;0;0;0;0;0;0;0;0;1;0
632;Play music by Taylor Swift;0;0;0;0;0;0;0;0;0;0;0;0;0;1
633;Shuffle my music;0;0;0;0;0;0;0;0;0;0;0;0;0;1
634;"Add ""Shape of You"" to my party playlist";0;0;0;0;0;0;0;0;0;0;0;0;0;1
635;What song is currently playing?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
636;Play Jazz music;0;0;0;0;0;0;0;0;0;0;0;0;0;1
637;Play my workout playlist;0;0;0;0;0;0;0;0;0;0;0;0;0;1
638;Increase volume;0;0;0;0;0;0;0;0;0;0;0;0;0;1
639;Decrease volume;0;0;0;0;0;0;0;0;0;0;0;0;0;1
640;Pause music;0;0;0;0;0;0;0;0;0;0;0;0;0;1
641;Play music;0;0;0;0;0;0;0;0;0;0;0;0;0;1
642;Skip to the next song;0;0;0;0;0;0;0;0;0;0;0;0;0;1
643;Skip to the previous song;0;0;0;0;0;0;0;0;0;0;0;0;0;1
644;What album is this song from ?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
645;Who is the artist of this song ?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
646;Play music from the 80's;0;0;0;0;0;0;0;0;0;0;0;0;0;1
647;Search for a specific song on Spotify;0;0;0;0;0;0;0;0;0;0;0;0;0;1
648;Repeat the current song;0;0;0;0;0;0;0;0;0;0;0;0;0;1
649;Play music on shuffle;0;0;0;0;0;0;0;0;0;0;0;0;0;1
650;Add this album to my library;0;0;0;0;0;0;0;0;0;0;0;0;0;1
651;Create a new playlist;0;0;0;0;0;0;0;0;0;0;0;0;0;1
652;Show me my recently played songs;0;0;0;0;0;0;0;0;0;0;0;0;0;1
653;Play music according to my mood.;0;0;0;0;0;0;0;0;0;0;0;0;0;1
